"archive","extension","size_gb","output_dir","status","deleted","exit_code","detail_log","message"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\KidToons_FE_SM_BBHF.zip",".zip","6.3103","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\KidToons_FE_SM_BBHF","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\043_KidToons_FE_SM_BBHF.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Lead Magnet.zip",".zip","0.0001","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Lead Magnet","failed","False","2","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\044_Lead_Magnet.log","7z exit code 2; archive kept"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Life-Coach-Template-Lead-Magnet-18511605 (1).zip",".zip","0.0004","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Life-Coach-Template-Lead-Magnet-18511605 (1)","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\045_Life-Coach-Template-Lead-Magnet-18511605__1_.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Life-Coach-Template-Lead-Magnet-18511878 (1).zip",".zip","0.0001","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Life-Coach-Template-Lead-Magnet-18511878 (1)","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\046_Life-Coach-Template-Lead-Magnet-18511878__1_.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Master+Your+Mind+-+PLR.zip",".zip","0.3904","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Master+Your+Mind+-+PLR","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\047_Master_Your_Mind_-_PLR.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\MillionaireMindsetTheFinancialIQEmpowermentSeries_PLR.zip",".zip","0.0197","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\MillionaireMindsetTheFinancialIQEmpowermentSeries_PLR","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\048_MillionaireMindsetTheFinancialIQEmpowermentSeries_PLR.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Modern Instagram Marketing-Upsell.zip",".zip","0.0002","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Modern Instagram Marketing-Upsell","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\049_Modern_Instagram_Marketing-Upsell.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\MoneyandCouplesPLR-NSP.zip",".zip","0.0001","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\MoneyandCouplesPLR-NSP","failed","False","2","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\050_MoneyandCouplesPLR-NSP.log","7z exit code 2; archive kept"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Motivation Videos Power Pack.zip",".zip","4.232","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Motivation Videos Power Pack","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\051_Motivation_Videos_Power_Pack.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Mystic_Journals_Planners_Bundle_SM_BBHF.zip",".zip","0.002","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Mystic_Journals_Planners_Bundle_SM_BBHF","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\052_Mystic_Journals_Planners_Bundle_SM_BBHF.log","extracted successfully; archive deleted"
